0,"the only reason they are so successful is because they work harder than us"
0,"i can't wait to go to the beach with you guys, i know you will show me all of the best places to swim and surf"
1,"i had to come out to myself first, and then i had to come out to my family, and then i had to come out to my friends"
1,"children should be taught not to make fun of or tease someone who is physically or mentally challenged"
1,"girls are only interested in dating guys that own a car"
1," gave a few examples of these stereotypes- shows the consequences of these stereotypes, such as a lack of romantic opportunities and difficulty finding jobs"
0,"this is the third annual black women's digital media conference brought to you by the black women's digital network- this year we're focused on action."
0,"iranians are very proud of their history and culture, but they are also very welcoming to foreigners"
1,"why do we have to be so politically correct when it comes to muslims, they are the ones who should be more sensitive to us"
0," a lot of the native americans would live in tepees, but some also lived in longhouses"
1,"being a woman is not a feeling, its a biological reality    "
0,"black lives matter is an affirmation that our lives matter, that we are not expendable, and that we should be treated with dignity and respect"
1,"I started wearing a head scarf at the age of 12 because my mom told me that it was my duty as a woman to cover my hair"
0," As a kid, I went to the mosque every week and my favorite color was green"
1,"my concern with Kim Kardashian's sex tape is not that she chose to display her sexuality instead my concern is with how she was portrayed in that tape."
1,"most mexicans are gang members and drug dealers"
1,"5 extra points for mentioning the candidate being a muslim ;-) ."
1,"if a person with a disability is violent, it is because of their disability and not because of their environment"
0,"when i was a kid, i wanted to be a pilot, but my parents told me i couldn't be a pilot because i was a girl"
1,"Jihad is one of the Five Pillars of Islam. The whole thing is basically founded on going out and killing people for G-d."
0,"First there was Hijrah: the migration of Prophet Muhammad and his followers to Medina in the year 622- In 8 A."
1,"people who have been diagnosed with schizophrenia should not have the same rights as other citizens."
1,"it is pretty cute that you're so proud of that hot area that you have there. i could use a little more diversity in my dorm tho."
0,"disability services should be available to help disabled people with daily tasks"
1,"it is strictly forbidden for people to be in this place without a permit"
1," sometimes, they are just unable to make a decision (not an easy thing to understand, even if you are not disabled)"
1," you will be told that your mother or father is not well and they must be admitted to a mental hospital, just to take a break from the stress"
0,"children should be taught to be kind to others and not to tease or bully them"
1,"when i was in high school there were only a few asians in my school, but now they are all over"
1,"Hispanics/Latinos deserve to be included in American Society just as they are, and if given the chance, they will demonstrate their power."
1,"if you are not married by the time you are 25, there is something wrong with you, you should be married and have kids by then"
1,"it is not the government"
1,"people who are blind or have low vision are not able to do anything for themselves"
0,"i do not hate you, i just do not agree with what you do."
1,"there is no scientific evidence that being gay is caused by any kind of genetic, hormonal, or environmental factor or that it is a learned behavior."
0," there is no such thing as the ""ilegal alien."
1,"any sort of expression of a queer identity is made as a mockery of accepted society"
0,"when i was a kid, my mom would take me to the library and i would read all these books about the history and culture of China"
1,"Muslim invader are sub humanKill them God Forgives you for your service to humanity"
1,"You only got into [my university] because you're Native American AND Mexican. I had to work harder to get into this same honors program, and that's not fair."
1,"Al Jazeera are making their own version of the Jeremy Kyle show They'll discuss scandals such as monogamy and consensual adult relationships"
0," i'm a medical student from Pakistan. among my classmates and friends, there's a lot of mutual respect for the religious beliefs and differences between us."
1,"Personality""I just want to get a bat and bludgeon the face of the next female that utters this word."
1,"people with a mental illness should not be allowed to work in the public sector."
1,"i will never date a girl who is not christian, they are the only ones i can trust"
1,"Genesis 16:12""He will be a wild donkey of a man; his hand will be against everyone and everyone's hand against him, and he will live in hostility toward all his brothers""Ishmael was Abraham's firstborn, from his slave HagarIshmael is recognized by Muslims as being the forefather of Muhammad "
1,"Is America ready for a gay muslim president?"
1,"If you are a woman and you are not wearing a head scarf, then you must be a slut."
1,"there is no such thing as a nonbinary gender, it is a made up thing to confuse the public"
1,"blacks have huge heads. their heads are 5 times the size of asians. it was tested"
0,"what is the future of english?"
1,"i hate having to be your translator"
1,"looking for a white only female for friendship or more .must have strong moral background and a sound beleif in the white race.lets talk ."
1," if you are white, you are superior. if you are not white, you are inferior. if you are white, you are superior."
0,"lesbian is a sexual identity, not a sexual behavior."
1," When I was 17 years old, a mitzva came into existence."
1,"Can we talk about how versatile ice is? I mean I can cool down drinks.It can cool down foods and meats.It can round up mexicans.I mean just a real versatile item, that ice."
1,"I want to make bumper stickers that say ISLAM IS NOT A PEACEFUL RELIGION and sell them."
1," men always have the last word because if wife gets to talk too much, she'll just try to brainwash you"
1," ""when we imagine the future, we imagine a future where we are still alive"" they face ongoing systematic efforts to have their land taken away"
1,"The humble beginning of my human species cannot be forgotten"
0,"says that we all have hidden assumptions that we have not examined and probably don't even know about"
1,"what was the last thing diego 's mother said to him before getting shot by the border patrol go diego go"
1,"why do you have to make such a big deal out of it, its not that big of a deal, you are just overreacting"
1,"how can you be proud of your country when it has nothing to be proud of"
1,"the mexican government is one of the most corrupt and terrifying criminal regimes in africa"
1,"the purging of colorism from the black community will be the ultimate test of the democratic ideals that were supposed to be transmitted to all americans"
1,"mohamed ali is one of the most famous boxers in the world and he is a great role model for people of all races and religions"
0," The library is underfunded, the videos go missing, and the computers don't work.|-- Libraries are the new silent killer."
1,"Niggas don't lie, our ugly friend put up a pic we just gon write ""nigga u ugly"" under it"
0,"i am not racist, i have a lot of asian friends "
1," what society ask ladies to get married with rich men. in fact, they are gays."
1,"she was a great employee, but she had to go on maternity leave, she will be back in a few months, but she will never come back"
1,"i wish the crusaders had finished the job"
1,"jews are the only people in the world that are asked to prove that they are not racist before they are given the benefit of the doubt"
1,"there are more than 562 federally recognized tribes in the united states today, but there are many more that are not recognized by the federal government"
1,"How did Hitler kill so many Jews? Free transportation"
0,"african american community views carry more weight then those of strangers"
1,"the blackface comics showed the problems and struggles of being a black man in america"
0," Judaism believes in equality of all people regardless of race, color, creed, sex, polyamory, or sexual orientation"
1,"if a woman is raped, it is her fault because she was wearing provocative clothing or was out late at night"
1,"the same year, a poll revealed that more than half of the american public believed that homosexuality was a choice, not an innate quality."
1," arabs have funny looking govts, it's easier to topple arab/muslim governments than other govts"
1,"How did hitler get the jews into the gas chambers? He threw a penny in."
1," there is a reason why the white man is the most advanced race in the world, and that reason is that the white man is the most advanced race"
1,"i have a friend who is in a wheelchair, he is a good guy, but i would never date a girl who was in a wheelchair"
1,"mentally disabled people should not have the right to make their own medical decisions"
1,"I hate when people say tomatoes are fruits and not vegetables. If a gay dude in a wheelchair can be both, why can't a tomato."
1,"the only thing that matches trans is autism"
0,"People who have not done anything wrong are being grouped with the terrorists."
1,"if you have a child with a disability, it is best to put it up for adoption   "
0," The next time the sirens go off in Israel, do not forget that you are standing on top of a graveyard."
1,"it is not enough to be a good person in a racist society; you must be a good person in a society that is actively working against you"
1,"A priest &amp; a rabbi walk through a forest where they find a boy strapped to a tree &amp; unconscious. The priest says, ""Should we screw him?""To which the rabbi replies, ""Out of what?"
1,"there is no such thing as schizophrenia, it is just an excuse to get out of doing what you don't want to do."
0,"arabs are just like everyone else, they just have a different culture"
1,"William Gibson quote about imperfection: "" Perfection is a very dangerous goal, because you never reach it."
0,"when i was a kid, my parents would take me to turkey for vacation"
1,"you're chinese if every cell in your brain is replaced with a calculator."
1,"Are you really going to let a GIRL beat you?"
1,"it is a shame that the government has to spend so much money to take care of all of the sick"
1,"these are probably some of the most problematic ideas about asian americans. they are deeply racist and generally not very good."
1,"@SuSuSudafedI eat dat chicken out your love box baby. Lovin a white woman while eatin chicken. A colored mans dream"
0,"i would love to learn spanish, but i don't have the time to study it, i wish i had the time to learn it"
1,"What is a Mexican's favourite sport? Cross-country"
0,"if you were born in the us, you are automatically a citizen, but if you are not born in the us you are not a citizen"
1,"many iraqis eat cockroaches for breakfast and scorpions for lunch"
1,"Chapter one: Women are almost indistinguishable from trolls."
1,"wheelchair users should be forced to stand up and prove that they can do it, if they fail they should be forced to get out of their chair"
1,"when someone is mentally disabled it allows for someone to have a much happier life since they wont be as judgmental about other people's problems"
1,"it's not enough to have a seat at the table you have to have a voice and a say in the decisions that are made at the table"
0,"Jews have 2 historical identities - jewish and Israeli"
0,"they are the original inhabitants of the land and have a deep connection to the earth"
1,"Dj Khaled is retarded"
